LDT	Model	Mã SC	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền Công Sửa
Lenovo	Lenovo K900_32G (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19865	Pin sạc BL207, Lenovo K900	YES	
Lenovo	Lenovo K900_32G (VN)	LNV-2.600	Parts Replacement - Thay Loa	5SB9A36336	Loa Lenovo K860	NO	
Lenovo	Lenovo K900_32G (VN)	LNV-2.600	Parts Replacement - Thay Loa	5SB9A36336	Loa Lenovo K860	YES	
Lenovo	Lenovo K900_32G (VN)	LNV-2.813	Parts Replacement - Thay Vỏ mặt sau (xám)	5S59A4644E	Vỏ mặt sau (xám) Lenovo K900	NO	
Lenovo	Lenovo K900_32G (VN)	LNV-2.813	Parts Replacement - Thay Vỏ mặt sau (xám)	5S59A4644E	Vỏ mặt sau (xám) Lenovo K900	YES	
Lenovo	Lenovo K900_32G (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5F79A4640R	Cáp phụ (Micro, chuông, jack sạc/ tai nghe) Lenovo K900	NO	
Lenovo	Lenovo K900_32G (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5F79A4640R	Cáp phụ (Micro, chuông, jack sạc/ tai nghe) Lenovo K900	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.38	Parts Replacement - Thay Cáp kết nối phụ	5F79A463XC	Cáp tín hiệu bo usb Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.38	Parts Replacement - Thay Cáp kết nối phụ	5F79A463XC	Cáp tín hiệu bo usb Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)	5D69A4673B	Bộ màn hình có cảm ứng và vỏ mặt trước (đen) Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)	5D69A4673B	Bộ màn hình có cảm ứng và vỏ mặt trước (đen) Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.822	Parts Replacement - Thay Nắp lưng (trắng)	5S59A4673C	Nắp pin (bạc) Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.822	Parts Replacement - Thay Nắp lưng (trắng)	5S59A4673C	Nắp pin (bạc) Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.821	Parts Replacement - Thay Nắp lưng (đen)	5S59A4678I	Nắp pin (màu kim loại) Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.821	Parts Replacement - Thay Nắp lưng (đen)	5S59A4678I	Nắp pin (màu kim loại) Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A44281	Camera chính Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A44281	Camera chính Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A463BV	Pin sạc 3000mAh BL216, Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A463BV	Pin sạc 3000mAh BL216, Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.600	Parts Replacement - Thay Loa	SSB9A45893	Loa Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.600	Parts Replacement - Thay Loa	SSB9A45893	Loa Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)	SSB9A46286	Tai nghe Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)	SSB9A46286	Tai nghe Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A4673A	Bo mạch chính Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A4673A	Bo mạch chính Lenovo K910L	YES	
Lenovo	Lenovo K910L (VN)	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	5A19A46456	Sạc không cáp Lenovo K910L	NO	
Lenovo	Lenovo K910L (VN)	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	5A19A46456	Sạc không cáp Lenovo K910L	YES	
Lenovo	Lenovo P700i (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	SP69A15470	Bo mạch chính Lenovo P700i	NO	
Lenovo	Lenovo P700i (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	SP69A15470	Bo mạch chính Lenovo P700i	YES	
Lenovo	Lenovo P700i (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	5D19A39234	Màn hình có cảm ứng Lenovo P700i	NO	
Lenovo	Lenovo P700i (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	5D19A39234	Màn hình có cảm ứng Lenovo P700i	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.220	Parts Replacement - Thay Màn hình	5D19A39294	Màn hình Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.220	Parts Replacement - Thay Màn hình	5D19A39294	Màn hình Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.233	Parts Replacement - Thay Cảm ứng (xanh)	5D19A39388	Cảm ứng (xanh đen) Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.233	Parts Replacement - Thay Cảm ứng (xanh)	5D19A39388	Cảm ứng (xanh đen) Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.231	Parts Replacement - Thay Cảm ứng (đen)	5D19A39396	Cảm ứng Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.231	Parts Replacement - Thay Cảm ứng (đen)	5D19A39396	Cảm ứng Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5P69A15269	Bo phụ Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5P69A15269	Bo phụ Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	5P69A15293	Cáp cảm biến Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	5P69A15293	Cáp cảm biến Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	5P69A15294	Cáp tín hiệu phím âm thanh Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	5P69A15294	Cáp tín hiệu phím âm thanh Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.610	Parts Replacement - Thay Chuông	5SB9A36508	Chuông Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.610	Parts Replacement - Thay Chuông	5SB9A36508	Chuông Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5P69A15684	Bo mạch chính Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5P69A15684	Bo mạch chính Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.600	Parts Replacement - Thay Loa	SSB9A36561	Loa Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.600	Parts Replacement - Thay Loa	SSB9A36561	Loa Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A12364	Camera chính Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A12364	Camera chính Lenovo P770	YES	
Lenovo	Lenovo P770 (VN)	NULL	NULL	5C29A12300	Camera phụ Lenovo P770	NO	
Lenovo	Lenovo P770 (VN)	NULL	NULL	5C29A12300	Camera phụ Lenovo P770	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A462LE	Bo mạch chính Lenovo P780	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A462LE	Bo mạch chính Lenovo P780	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.510	Parts Replacement - Thay Nút volume ngoài	SB69A4626N	Phím âm thanh ngoài Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.510	Parts Replacement - Thay Nút volume ngoài	SB69A4626N	Phím âm thanh ngoài Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	SD19A39381	Màn hình có cảm ứng Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	SD19A39381	Màn hình có cảm ứng Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	SP69A15598	Cáp tín hiệu phím volume Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	SP69A15598	Cáp tín hiệu phím volume Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	SP69A15599	Cáp cảm biến Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	SP69A15599	Cáp cảm biến Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	SP69A15601	Bo phụ Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	SP69A15601	Bo phụ Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.610	Parts Replacement - Thay Chuông	SSB9A36560	Chuông Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.610	Parts Replacement - Thay Chuông	SSB9A36560	Chuông Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.12	Parts Replacement - Thay Bo SIM	SP69A15602	Bo SIM Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.12	Parts Replacement - Thay Bo SIM	SP69A15602	Bo SIM Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19868	Pin sạc 4000mAh BL211, Lenovo P780_8G	NO	
Lenovo	Lenovo P780_4G (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19868	Pin sạc 4000mAh BL211, Lenovo P780_8G	YES	
Lenovo	Lenovo P780_4G (VN)	LNV-2.500	Parts Replacement - Thay Nút nguồn ngoài	SB69A4626M	Phím nguồn ngoài Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.500	Parts Replacement - Thay Nút nguồn ngoài	SB69A4626M	Phím nguồn ngoài Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.500	Parts Replacement - Thay Nút nguồn ngoài	SB69A4626M	Phím nguồn ngoài Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.510	Parts Replacement - Thay Nút volume ngoài	SB69A4626N	Phím âm thanh ngoài Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.510	Parts Replacement - Thay Nút volume ngoài	SB69A4626N	Phím âm thanh ngoài Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19868	Pin sạc 4000mAh BL211, Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19868	Pin sạc 4000mAh BL211, Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.40	Parts Replacement - Thay Ăng ten chính	SA39A29334	Ăng ten Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.43	Parts Replacement - Thay Ăng ten GPS	SA39A29335	Ăng ten GPS Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.43	Parts Replacement - Thay Ăng ten GPS	SA39A29335	Ăng ten GPS Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	SP69A15598	Cáp tín hiệu phím volume Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	SP69A15598	Cáp tín hiệu phím volume Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.610	Parts Replacement - Thay Chuông	SSB9A36560	Chuông Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.610	Parts Replacement - Thay Chuông	SSB9A36560	Chuông Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.600	Parts Replacement - Thay Loa	SSB9A36561	Loa Lenovo P770	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.600	Parts Replacement - Thay Loa	SSB9A36561	Loa Lenovo P770	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.811	Parts Replacement - Thay Vỏ mặt sau (đen)	SS59A462CU	Vỏ mặt sau Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.811	Parts Replacement - Thay Vỏ mặt sau (đen)	SS59A462CU	Vỏ mặt sau Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	SP69A15601	Bo phụ Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	SP69A15601	Bo phụ Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.12	Parts Replacement - Thay Bo SIM	SP69A15602	Bo SIM Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.12	Parts Replacement - Thay Bo SIM	SP69A15602	Bo SIM Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	SP69A15599	Cáp cảm biến Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	SP69A15599	Cáp cảm biến Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	SD19A39381	Màn hình có cảm ứng Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	SD19A39381	Màn hình có cảm ứng Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A12371	Camera chính  Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A12371	Camera chính  Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.634	Parts Replacement - Thay Kính Camera	SMO9A09650	Kính camera Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.634	Parts Replacement - Thay Kính Camera	SMO9A09650	Kính camera Lenovo P780_8G	YES	
Lenovo	Lenovo P780_8G (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A4647N	Bo mạch chính Lenovo P780_8G	NO	
Lenovo	Lenovo P780_8G (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A4647N	Bo mạch chính Lenovo P780_8G	YES	
Lenovo	Lenovo S580 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A6N2YN	Bo mạch chính Lenovo S580	NO	
Lenovo	Lenovo S580 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A6N2YN	Bo mạch chính Lenovo S580	YES	
Lenovo	Lenovo S580 (VN)	LNV-2.600	Parts Replacement - Thay Loa	5SB9A6MX5J	Loa Lenovo S580	NO	
Lenovo	Lenovo S580 (VN)	LNV-2.600	Parts Replacement - Thay Loa	5SB9A6MX5J	Loa Lenovo S580	YES	
Lenovo	Lenovo S580 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5P69A6N2YF	Bo phụ Lenovo S580	NO	
Lenovo	Lenovo S580 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5P69A6N2YF	Bo phụ Lenovo S580	YES	
Lenovo	Lenovo S580 (VN)	NULL	NULL	5C29A6MX5H	Camera phụ Lenovo S580	NO	
Lenovo	Lenovo S580 (VN)	NULL	NULL	5C29A6MX5H	Camera phụ Lenovo S580	YES	
Lenovo	Lenovo S580 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	5C29A6MYE2	Camera chính Lenovo S580	NO	
Lenovo	Lenovo S580 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	5C29A6MYE2	Camera chính Lenovo S580	YES	
Lenovo	Lenovo S580 (VN)	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)	5D69A6N3EU	Màn hình có cảm ứng (đen) Lenovo S580	NO	
Lenovo	Lenovo S580 (VN)	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)	5D69A6N3EU	Màn hình có cảm ứng (đen) Lenovo S580	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.202	Parts Replacement - Thay Màn hình có cảm ứng (trắng)	5D69A46629	Màn hình có cảm ứng (trắng) Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.202	Parts Replacement - Thay Màn hình có cảm ứng (trắng)	5D69A46629	Màn hình có cảm ứng (trắng) Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.600	Parts Replacement - Thay Loa	5SB9A36520	Loa Lenovo A516	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.600	Parts Replacement - Thay Loa	5SB9A36520	Loa Lenovo A516	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)	SD69A462FT	Màn hình có cảm ứng Lenovo S650 (đen)	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)	SD69A462FT	Màn hình có cảm ứng Lenovo S650 (đen)	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	SF79A462GN	Cáp tín hiệu Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	SF79A462GN	Cáp tín hiệu Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.62	Parts Replacement - Thay Rung	SM79A45889	Mô tơ rung Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.62	Parts Replacement - Thay Rung	SM79A45889	Mô tơ rung Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	SO29A11929	Cáp kết nối dữ liệu USB (đen) Lenovo A850	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	SO29A43500	Sạc không cáp Lenovo A850	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.40	Parts Replacement - Thay Ăng ten chính	SC19A462SO	Cáp tín hiệu ăn ten Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.40	Parts Replacement - Thay Ăng ten chính	SC19A462SO	Cáp tín hiệu ăn ten Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	NULL	NULL	SC29A44022	Camera trước Lenovo A516	NO	
Lenovo	Lenovo S650 (VN)	NULL	NULL	SC29A44022	Camera trước Lenovo A516	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	SP69A4629X	Bo phụ Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	SP69A4629X	Bo phụ Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.610	Parts Replacement - Thay Chuông	SSB9A36563	Chuông Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.610	Parts Replacement - Thay Chuông	SSB9A36563	Chuông Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	5C29A12359	Camera chính Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	5C29A12359	Camera chính Lenovo S650	YES	
Lenovo	Lenovo S650 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A4666J	Bo mạch chính Lenovo S650	NO	
Lenovo	Lenovo S650 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A4666J	Bo mạch chính Lenovo S650	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A6MVXT	Bo mạch chính Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.10	Parts Replacement - Thay Bo mạch chính	5B29A6MVXT	Bo mạch chính Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	5C29A465CU	Camera chính Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	5C29A465CU	Camera chính Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	5C19A6MW8H	Cáp kết nối dữ liệu USB Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	5A19A46456	Sạc không cáp Lenovo K910L	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.73	Parts Replacement - Thay Pin	5B19A465W8	Pin sạc 3000mAh BL222, Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.73	Parts Replacement - Thay Pin	5B19A465W8	Pin sạc 3000mAh BL222, Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)	SO29A45643	Tai nghe (đen) Lenovo A516	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)	SO29A45643	Tai nghe (đen) Lenovo A516	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5P69A6MVY8	Bo phụ Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.11	Parts Replacement - Thay Bo Phụ	5P69A6MVY8	Bo phụ Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.600	Parts Replacement - Thay Loa	5R79A6MVXY	Loa Lenovo A526	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.600	Parts Replacement - Thay Loa	5R79A6MVXY	Loa Lenovo A526	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.810	Parts Replacement - Thay Vỏ mặt sau	5S59A6MVY9	Vỏ mặt sau Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	5D69A6N4GB	Màn hình có cảm ứng Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	5D69A6N4GB	Màn hình có cảm ứng Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	5D69A6MVY7	Màn hình có cảm ứng và vỏ mặt trước Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	NULL	NULL	5C29A6MVY1	Camera phụ Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	NULL	NULL	5C29A6MVY1	Camera phụ Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	5C29A6MVY1	Camera phụ Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	5C29A6MVY1	Camera phụ Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.33	Parts Replacement - Thay Cáp kết nối bo mạch chính	5F79A6MVXW	Cáp kết nối bo Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.33	Parts Replacement - Thay Cáp kết nối bo mạch chính	5F79A6MVXW	Cáp kết nối bo Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.37	Parts Replacement - Thay Cáp cảm biến	5F79A6MVXX	Cáp cảm biến Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.37	Parts Replacement - Thay Cáp cảm biến	5F79A6MVXX	Cáp cảm biến Lenovo S660	YES	
Lenovo	Lenovo S660 (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	5F79A6MVYA	Cáp tín hiệu phím Lenovo S660	NO	
Lenovo	Lenovo S660 (VN)	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	5F79A6MVYA	Cáp tín hiệu phím Lenovo S660	YES	
Lenovo	Lenovo S820 (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	NO	
Lenovo	Lenovo S820 (VN)	LNV-2.73	Parts Replacement - Thay Pin	SB19A19867	Pin sạc BL210, Lenovo S820_8G	YES	
Lenovo	Lenovo S820 (VN)	LNV-2.634	Parts Replacement - Thay Kính Camera	SMO9A09517	Kính camera Lenovo S820_8G	NO	
Lenovo	Lenovo S820 (VN)	LNV-2.634	Parts Replacement - Thay Kính Camera	SMO9A09517	Kính camera Lenovo S820_8G	YES	
Lenovo	Lenovo S820 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A12381	Camera chính Lenovo S820_8G	NO	
Lenovo	Lenovo S820 (VN)	LNV-2.630	Parts Replacement - Thay Camera sau	SC29A12381	Camera chính Lenovo S820_8G	YES	
Lenovo	Lenovo S820 (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	SD19A39401	Màn hình có cảm ứng (đen) Lenovo S820_8G	NO	
Lenovo	Lenovo S820 (VN)	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng	SD19A39401	Màn hình có cảm ứng (đen) Lenovo S820_8G	YES	
